"pac_name_affiliate","country_of_origin_parent_company","total","dems","repubs","year"
"Beam Suntory (Suntory Holdings)","Japan/Suntory Holdings","$46,000","$26,000","$20,000",2013
"BMO Financial Corp (Bank of Montreal)","Canada/Bank of Montreal","$0","$0","$0",2013
"BMO Financial Corp (Bank of Montreal)","Canada/Bank of Montreal","$193,000","$101,000","$92,000",2013
"Boehringer Ingelheim Corp","Germany/CH Boehringer Sohn","$182,900","$86,900","$96,000",2013
"Bombardier Aerospace (Bombardier Inc)","Canada/Bombardier Inc","$36,500","$16,500","$20,000",2013
"BP North America","UK/BP PLC","-$2,000","$0","-$2,000",2013
"Bridgestone Americas","Japan/Bridgestone Corp","$29,500","$15,000","$14,500",2013
"Bumble Bee Foods (FCF Co)","Taiwan/FCF Co","$6,000","$6,000","$0",2013
"CAE USA","Canada/CAE Inc","$11,000","$6,000","$5,000",2013
"CalPortland Co","Japan/Taiheiyo Cement Co","$214,000","$13,000","$201,000",2013
"Carmeuse Lime","Netherlands/Carmeuse SA","$1,000","$0","$1,000",2013
"Case New Holland","Netherlands/CNH Industrial","$101,000","$5,000","$96,000",2013
"CEMEX Inc","Mexico/CEMEX SAB de CV","$42,500","$16,500","$26,000",2013
"CGI Technologies & Solutions","Canada/CGI Group","$48,000","$40,000","$8,000",2013
"Chubb Group of Insurance Companies","Switzerland/Chubb Ltd","$98,000","$51,500","$46,500",2013
"CIBC Bancorp","Canada/Canadian Imperial Bank of Commerce","$2,000","$2,000","$0",2013
"Cirrus Aircraft Corp","China/Aviation Industry Corp of China","$0","$0","$0",2013
"Continental Automotive Systems (Continental AG)","Germany/Continental AG","$59,000","$31,000","$28,000",2013
"Covestro LLC (Covestro AG)","Germany/Covestro AG","$14,000","$9,500","$4,500",2013
"Credit Suisse Securities","Switzerland/Credit Suisse Group","$55,000","$25,000","$30,000",2013
"CRH Americas (CRH PLC)","Ireland/CRH PLC","$549,600","$208,500","$341,100",2013
"Cronos USA","Canada/Cronos Group","$33,000","$21,000","$12,000",2013
"CSL Behring","Australia/CSL Ltd","$55,100","$32,700","$22,400",2013
"Delhaize America","Belgium/Ahold Delhaize","$43,500","$19,000","$24,500",2013
"Deutsche Bank Securities","Germany/Deutsche Bank AG","$0","$0","$0",2013
"Diageo North America (Diageo PLC)","UK/Diageo PLC","$17,575","$12,575","$5,000",2013
"Eaton Corp (Eaton Corp)","Ireland/Eaton Plc","$52,353","$24,500","$27,853",2013
"EDF Renewables (EDF Group)","France/EDF Group","$38,000","$32,500","$5,500",2013
"EDP Renewables NA","Portugal/EDP - Energias de Portugal","$22,000","$20,500","$1,500",2013
"Eisai Inc","Japan/Eisai Co Ltd","$23,100","$11,300","$11,800",2013
"Elbit Systems of America","Israel/Elbit Systems Ltd","$63,000","$16,500","$46,500",2013
"Electrolux Home Products","Sweden/AB Electrolux","$4,500","$1,500","$3,000",2013
"Elekta Inc (Elekta AB)","Sweden/Elekta AB","$88,100","$41,500","$46,600",2013
"Embraer Aircraft Holdings","Brazil/Embraer-Empresa Brasileira de Aeronautic","$61,000","$18,500","$42,500",2013
"EMD Serono Inc","Germany/Merck KGaA","$149,500","$80,000","$69,500",2013
"Empire District Electric (Algonquin Power & Utilities)","Canada/Algonquin Power & Utilities","-$1,000","-$1,000","$0",2013
"Empower Retirement (Power Financial Corp)","Canada/Power Financial Corp","$45,500","$18,500","$27,000",2013
"Enbridge Inc","Canada/Enbridge Inc","$84,500","$23,500","$61,000",2013
"Endo Pharmaceuticals","Ireland/Endo International","$0","$0","$0",2013
"ENGIE North America","France/ENGIE","$21,500","$17,500","$4,000",2013
"Ericsson Inc","Sweden/Telefonaktiebolaget LM Ericsson","$117,500","$59,500","$58,000",2013
"Essent US Holdings","UK/Essent Group","$10,500","$2,500","$8,000",2013
"Experian","UK/Experian","$554,500","$256,500","$298,000",2013
"Farmers Group (Zurich Insurance Group)","Switzerland/Zurich Financial Services AG","$262,000","$139,000","$123,000",2013
"Fincantieri Marinette Marine","Italy/Fincantieri-Cantieri Navali Italiani SpA","$19,500","$11,000","$8,500",2013
"Finsbury Glover Hering (WPP Group)","UK/WPP Group","$124,250","$71,500","$52,750",2013
"Florida East Coast Industries (SoftBank Corp)","Japan/SoftBank Corp","$62,000","$20,500","$41,500",2013
"Florida East Coast Railway (Grupo Mexico)","Mexico/Grupo Mexico","$2,150","$1,850","$300",2013
"Framatome (EDF Group)","France/EDF Group","$32,000","$15,000","$17,000",2013
"Fresenius Medical Care North America","Germany/Fresenius Medical Care","$405,500","$180,000","$225,500",2013
"G4S Secure Solutions","UK/G4S plc","$2,900","$2,900","$0",2013
"Garmin International (Garmin Ltd)","Switzerland/Garmin Ltd","$117,000","$39,500","$77,500",2013
"GE Appliances","China/Haier Group","$23,000","$5,000","$18,000",2013
"Genentech Inc (Roche Holdings)","Switzerland/Roche Holdings","$295,000","$154,500","$140,500",2013
"General Cigar Co","Sweden/Scandinavian Tobacco Group","$500","$0","$500",2013
"GenesisCare USA","Australia/GenesisCare","$17,000","$9,500","$7,500",2013
"Gerdau Ameristeel Corp","Brazil/Gerdau Inc","$14,000","$6,000","$8,000",2013
"Glanbia Foods (Glanbia PLC)","Ireland/Glanbia PLC","$0","$0","$0",2013
"Grand Trunk Western-Illinois Central RR","Canada/Canadian National Railway","$22,000","$7,000","$15,000",2013
"Greyhound Lines","UK/FirstGroup PLC","$10,500","$6,000","$4,500",2013
"GSK plc","UK/GlaxoSmithKline","$205,000","$54,000","$151,000",2013
"Haleon plc","UK/Haleon plc","$2,500","$0","$2,500",2013
"Hannover Life Reassurance Co","Germany/Hannover Re","$17,500","$10,000","$7,500",2013
"Hatch LTK (Hatch Ltd)","Canada/Hatch Ltd","$5,800","$5,800","$0",2013
"Headwaters Inc","Australia/Boral Ltd","$10,500","$1,000","$9,500",2013
"Heineken USA","Netherlands/L'Arche Green NV","$26,000","$14,000","$12,000",2013
"Herbalife Nutrition","UK/Herbalife Ltd","$85,500","$35,500","$50,000",2013
"Holcim US (Holcim Group)","Switzerland/Holcim Group","$37,000","$22,000","$15,000",2013
"Horizon Therapeutics","Ireland/Horizon Pharma PLC","$149,000","$89,000","$60,000",2013
"HSBC North America (HSBC Holdings)","UK/HSBC Holdings","$34,500","$11,000","$23,500",2013
"HSBC North America (HSBC Holdings)","UK/HSBC Holdings","$61,000","$36,500","$24,500",2013
"IBI Group Engineering Services","Canada/IBI Group","$150","$0","$150",2013
"IDEMIA Identity & Security (IDEMIA)","France/IDEMIA","$29,900","$6,000","$23,900",2013
"IGT Global Solutions","Italy/B&D Holding Di Marco Drago e C Sapa","$42,900","$32,900","$10,000",2013
"Infineon Technologies","Germany/Infineon Technologies AG","$20,000","$12,500","$7,500",2013
"Intelsat US","Luxembourg/Intelsat Holdings","$49,000","$25,500","$23,500",2013
"Intergraph Corp","Sweden/Hexagon AB","$2,900","$0","$2,900",2013
"Ipsen Biopharmaceuticals","France/Ipsen SA","$40,000","$22,500","$17,500",2013
"ITG Brands (Imperial Brands)","UK/Imperial Brands","$14,000","$5,500","$8,500",2013
"Jackson National Life Insurance (Prudential PLC)","UK/Prudential PLC","$169,198","$50,998","$118,200",2013
"Jackson National Life Insurance (Prudential PLC)","UK/Prudential PLC","$87,000","$50,000","$37,000",2013
"JBS USA","Brazil/JBS SA","$18,500","$7,000","$11,500",2013
"John Hancock Life Insurance","Canada/Manulife Financial","$94,500","$58,500","$36,000",2013
"Johnson Controls (Johnson Controls International)","Ireland/Johnson Controls International","$211,500","$117,500","$94,000",2013
"Komatsu Mining","Japan/Komatsu Ltd","$20,599","$9,500","$11,099",2013
"Lanxess Corp (Lanxess AG)","Germany/Lanxess AG","$0","$0","$0",2013
"Lehigh Hanson","Germany/HeidelbergCement AG","$102,000","$22,500","$79,500",2013
"Leonardo DRS","Italy/Leonardo SpA","$204,000","$76,500","$127,500",2013
"Liberty Utilities (Algonquin Power & Utilities)","Canada/Algonquin Power & Utilities","$0","$0","$0",2013
"Lincare Holdings (Linde plc)","UK/Linde plc","$23,500","$6,000","$17,500",2013
"Linde plc (Linde plc)","UK/Linde Plc","$11,000","$11,000","$0",2013
"Livanova USA","UK/Livanova Plc","$6,000","$4,000","$2,000",2013
"Louis Dreyfus Co","Netherlands/Louis Dreyfus Group","$2,000","$0","$2,000",2013
"LSEG US","UK/London Stock Exchange Group","$2,000","$2,000","$0",2013
"Lundbeck Inc","Denmark/H Lundbeck A/S","$127,400","$72,400","$55,000",2013
"LyondellBasell Industries","Netherlands/LyondellBasell Industries","$95,000","$41,500","$53,500",2013
"Maersk Inc (AP Moller-Maersk)","Denmark/AP Moller-Maersk","$60,500","$29,500","$31,000",2013
"Mallinckrodt Pharmaceuticals","UK/Mallinckrodt Plc","$500","$4,500","-$4,000",2013
"Maxar Technologies (Maxar Technologies)","Canada/Maxar Technologies","$173,500","$93,000","$78,000",2013
"MBDA Inc","UK/MBDA","$1,000","$0","$1,000",2013
"Medtronic Inc","Ireland/Medtronic Plc","$225,000","$119,000","$106,000",2013
"Mercedes-Benz USA (Daimler AG)","Germany/Daimler AG","$3,500","$0","$3,500",2013
"Messer North America","Germany/Messer Group","$28,500","$12,000","$16,500",2013
"Mitsubishi Power","Japan/Mitsubishi Power","$1,000","$0","$1,000",2013
"Molson Coors Beverage Co (Molson Coors Brewing)","Canada/Molson Coors Brewing","$77,500","$23,000","$54,500",2013
"MUFG Americas","Japan/Mitsubishi UFJ Financial Group","$0","$0","$0",2013
"Munich American Reassurance","Germany/Munich Re Group","$12,500","$5,000","$7,500",2013
"Nammo Inc (Nammo AS)","Norway/Nammo AS","$9,000","$2,000","$7,000",2013
"National Grid USA (National Grid plc)","UK/National Grid plc","$58,500","$49,500","$9,000",2013
"Nestle Purina PetCare (Nestle SA)","Switzerland/Nestle SA","$0","$0","$0",2013
"Nomura Holding America","Japan/Nomura Holdings","$49,500","$19,500","$30,000",2013
"NOVA Chemicals","United Arab Emirates/International Petroleum Investment Co","$0","$0","$0",2013
"Novartis Corp (Novartis AG)","Switzerland/Novartis AG","$281,500","$159,500","$122,000",2013
"Novo Nordisk","Denmark/Novo Nordisk A/S","$288,250","$147,250","$141,000",2013
"Novocure Inc","UK/Novocure","$94,500","$46,000","$48,500",2013
"Nutrien Ag Solutions","Canada/Nutrien Ltd","$46,500","$15,000","$31,500",2013
"Otsuka America (Otsuka Pharmaceutical)","Japan/Otsuka Pharmaceutical","$125,500","$71,500","$54,000",2013
"Permobil Inc (Investor AB)","Sweden/Investor AB","$1,000","$1,000","$0",2013
"Pernod Ricard USA","France/Pernod Ricard SA","$27,000","$13,500","$13,500",2013
"Pharmavite LLC (Otsuka Pharmaceutical)","Japan/Otsuka Pharmaceutical","$94,500","$50,000","$44,500",2013
"Philips Electronics North America (Philips)","Netherlands/Philips","$119,750","$54,250","$65,500",2013
"Prime Policy Group (WPP Group)","UK/WPP Group","$42,750","$24,500","$18,250",2013
"Protective Life Corp (Dai-Ichi Life)","Japan/Dai-Ichi Life","$177,000","$46,500","$130,500",2013
"Purpose Financial (Grupo Salinas)","Mexico/Grupo Salinas","$46,500","$18,500","$28,000",2013
"Putnam Investments (Power Financial Corp)","Canada/Power Financial Corp","$11,500","$5,500","$6,000",2013
"RBC Bank (Royal Bank of Canada)","Canada/Royal Bank of Canada","$91,500","$45,000","$46,500",2013
"Recurrent Energy","Canada/Canadian Solar","$13,900","$9,900","$4,000",2013
"RELX Inc","UK/RELX Group","$94,500","$58,500","$36,000",2013
"Resolute FP US","Canada/Resolute Forest Products","$75,500","$5,500","$70,000",2013
"Reynolds American (British American Tobacco)","UK/British American Tobacco plc","$242,100","$63,600","$178,500",2013
"Rio Tinto America","UK/Rio Tinto Group","$33,500","$14,500","$19,000",2013
"Roche Diagnostics (Roche Holdings)","Switzerland/Roche Holdings","$103,000","$50,000","$53,000",2013
"Rolls-Royce North America (Rolls-Royce PLC)","UK/Rolls-Royce PLC","$234,000","$87,000","$147,000",2013
"Saab North America","Sweden/Saab AB","$4,500","$2,500","$2,000",2013
"Sabic Innovative Plastics","Saudi Arabia/SABIC","$7,000","$6,000","$1,000",2013
"Safelite Group","Belgium/D'Ieteren SA","$3,500","$3,500","$0",2013
"Samsung Electronics America","South Korea/Samsung Group","$394,000","$214,500","$179,500",2013
"Sanofi US (Sanofi)","France/Sanofi","$233,000","$122,500","$110,500",2013
"Santander Bank (Banco Santander)","Spain/Banco Santander","$86,500","$54,000","$32,500",2013
"SAP America","Germany/SAP SE","$88,500","$43,500","$45,000",2013
"Schwan's Co","South Korea/CJ CheilJedang","$162,500","$49,000","$113,500",2013
"Securitas Security Services USA","Sweden/Securitas AB","$0","$0","$0",2013
"Serco Inc","UK/Serco Group","$117,500","$69,000","$48,500",2013
"Shell USA","UK/Shell plc","$5,000","$0","$5,000",2013
"Siemens Corp (Siemens AG)","Germany/Siemens AG","$184,000","$101,500","$82,500",2013
"Smith & Nephew","UK/Smith & Nephew Plc","$96,000","$56,500","$39,500",2013
"Smithfield Foods","China/WH Group","$41,000","$19,000","$22,000",2013
"Smiths Group Services Corp (Smiths Group)","UK/Smiths Group PLC","$33,500","$16,500","$17,000",2013
"Smiths Group Services Corp (Smiths Group)","UK/Smiths Group PLC","$29,948","$13,500","$16,448",2013
"Sodexo Inc","France/Sodexo","$2,900","$2,900","$0",2013
"Solvay America","Belgium/Solvay SA","$65,000","$35,500","$29,500",2013
"Sony Music Entertainment (Sony Corp)","Japan/Sony Corp","$32,500","$19,500","$13,000",2013
"Sony Pictures Entertainment (Sony Corp)","Japan/Sony Corp","$42,500","$26,000","$16,500",2013
"Spark Therapeutics (Roche Holdings)","Switzerland/Roche Holdings","$8,500","$6,500","$2,000",2013
"SSAB Americas","Sweden/SSAB AB","$31,500","$9,000","$22,500",2013
"Standard Insurance Co","Japan/Meiji Yasuda Life Insurance","$4,500","$2,000","$2,500",2013
"Steris Corp","Ireland/Steris PLC","$65,000","$27,500","$37,500",2013
"SUEZ Water","France/SUEZ Environnement","$20,500","$18,500","$2,000",2013
"Sun Life Financial (Sun Life Financial)","Canada/Sun Life Financial","$132,000","$75,000","$57,000",2013
"Sunovion Pharmaceuticals (Sumitomo Chemical)","Japan/Sumitomo Chemical","$107,200","$51,900","$55,300",2013
"Sunpower Corp","France/TotalEnergies","$32,000","$28,500","$3,500",2013
"Swedish Match North America (Swedish Match AB)","Sweden/Swedish Match AB","$5,000","$0","$5,000",2013
"Swiss Re America","Switzerland/Swiss Reinsurance","$0","$0","$0",2013
"Syngenta Corp","China/ChemChina","$207,000","$56,000","$151,000",2013
"Tabacalera USA (Imperial Brands)","UK/Imperial Brands","$4,321","$2,300","$2,021",2013
"Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co)","Japan/Takeda Pharmaceutical Co","$207,500","$119,000","$88,500",2013
"TD Bank USA","Canada/Toronto-Dominion Bank","$259,500","$144,500","$114,000",2013
"TE Connectivity","Switzerland/TE Connectivity","$92,000","$39,500","$52,500",2013
"TECO Energy","Canada/Emera Inc","$37,000","$4,500","$32,500",2013
"Teva Pharmaceuticals USA","Israel/Teva Pharmaceutical Industries","$72,400","$34,500","$37,900",2013
"Toyota Motor North America","Japan/Toyota Motor Corp","$1,053,977","$538,097","$515,880",2013
"Trane Technologies","Ireland/Trane Technologies","$26,300","$3,300","$23,000",2013
"TransAmerica","Netherlands/Aegon NV","$418,500","$211,000","$207,500",2013
"Transcanada USA Services (TC Energy)","Canada/TC Energy","$138,500","$30,500","$108,000",2013
"UBS Americas","Switzerland/UBS AG","$1,470,000","$775,000","$695,000",2013
"UCB Inc (UCB SA)","Belgium/UCB SA","$52,500","$31,000","$21,500",2013
"Ultra Electronics USA","UK/Ultra Electronics","$80,000","$13,500","$66,500",2013
"Universal Music Group (Universal Music Group)","Netherlands/Universal Music Group NV","$131,000","$76,000","$55,000",2013
"Valent USA (Sumitomo Chemical)","Japan/Sumitomo Chemical","$8,000","$4,500","$3,500",2013
"Varian Medical Systems (Siemens AG)","Germany/Siemens AG","$65,800","$39,300","$26,500",2013
"VNA Holding (AB Volvo)","Sweden/AB Volvo","$67,500","$40,000","$27,500",2013
"VT Halter Marine","Singapore/ST Engineering","$18,000","$1,000","$17,000",2013
"Washington Gas Light Co (AltaGas Ltd)","Canada/AltaGas Ltd","$23,400","$14,400","$9,000",2013
"Westinghouse Electric","Canada/Brookfield Business Partners","$41,000","$15,000","$26,000",2013
"WSP USA","Canada/WSP Global","$64,750","$44,250","$20,500",2013
"ZF Automotive US (ZF Friedrichshafen AG)","Germany/ZF Friedrichshafen AG","-$2,000","$0","-$2,000",2013
"Zurich Insurance (Zurich Insurance Group)","Switzerland/Zurich Insurance Group","$308,000","$144,000","$164,000",2013
"7-Eleven","Japan/Seven & I Holdings","$0","$0","$0",2014
"ABB Group","Switzerland/Asea Brown Boveri","$12,000","$4,000","$7,000",2014
"Accenture (Accenture)","Ireland/Accenture plc","$435,000","$195,500","$238,500",2014
"ACE INA","Switzerland/ACE Ltd","$213,000","$91,000","$120,000",2014
"ADT Security Services (Tyco International)","Ireland/Tyco International","$20,000","$10,000","$10,000",2014
"Advance America Cash Advance Centers (Grupo Salinas)","Mexico/Grupo Salinas","$78,000","$3,000","$75,000",2014
"Advanced BioHealing (Shire Plc)","UK/Shire Plc","$6,500","$4,000","$2,500",2014
"Air Liquide America","France/L'Air Liquide SA","$43,500","$18,500","$25,000",2014
"Airbus Group","Netherlands/Airbus Group","$201,700","$41,500","$159,200",2014
"Alcatel-Lucent USA (Alcatel-Lucent)","France/Alcatel-Lucent","$3,000","$0","$3,000",2014
"Alkermes Inc","Ireland/Alkermes Plc","$58,600","$30,900","$27,700",2014
"Allianz of America (Allianz)","Germany/Allianz AG Holding","$85,900","$22,400","$62,300",2014
"AMG Vanadium","Netherlands/AMG Advanced Metallurgical Group","$0","$0","$0",2014
"Anheuser-Busch","Belgium/Anheuser-Busch InBev","$565,898","$245,731","$317,667",2014
"AON Corp (AON plc)","UK/AON PLC","$133,500","$68,000","$65,500",2014
"APL Ltd","Singapore/Neptune Orient Lines Ltd","$32,750","$20,250","$12,500",2014
"Arcadis US (Arcadis NV)","Netherlands/Arcadis NV","$11,100","$4,600","$6,500",2014
"ArcelorMittal USA","Luxembourg/ArcelorMittal","$81,500","$32,000","$49,500",2014
"Arch Capital Group (US)","UK/Arch Capital Group","$5,600","$5,600","$0",2014
"AREVA Inc","France/Areva Group","$197,550","$97,600","$99,950",2014
"Arkema Inc","France/Arkema","$52,000","$22,000","$30,000",2014
"Ashta Chemicals","Mexico/Bigshire Mexico","$1,000","$1,000","$0",2014
"Ashton Woods Homes","Canada/Great Gulf Group","$2,000","$0","$2,000",2014
"Astellas US","Japan/Astellas Pharma","$143,600","$68,100","$75,500",2014
"AstraZeneca Pharmaceuticals (AstraZeneca PLC)","UK/AstraZeneca PLC","$626,548","$275,548","$347,500",2014
"Atkins North America","UK/WS Atkins PLC","$2,000","$1,500","$500",2014
"Austal USA (Austal Ltd)","Australia/Austal Ltd","$6,000","$0","$6,000",2014
"Aviva USA","UK/Aviva PLC","$0","$0","$0",2014
"AXA Equitable Life Insurance (AXA)","France/AXA","$178,000","$79,500","$96,500",2014
"Bacardi USA","UK/Bacardi Ltd","$12,000","$4,500","$7,500",2014
"BAE Systems (BAE Systems)","UK/BAE Systems","$843,499","$319,999","$517,500",2014
"BancWest Corp (BNP Paribas)","France/BNP Paribas","$19,500","$2,000","$17,500",2014
"Barclays Group US","UK/Barclays plc","$118,000","$55,000","$63,000",2014
"Barrick Goldstrike Mines","Canada/Barrick Gold Corp","$86,000","$41,500","$44,500",2014
